id;timestamp;smallGrantOrRelevant;checked;publicarEnBoletin;publicarEnDbPublica;estatus;daysLeft;nombre;tipo;granArea1;granArea2;area3;area4;area5;area6;area7;link;descripcion;nota;restriccionesParaAplicarElegibilidad;basedOn;entidadOtorgante;scopeGeografico;scopeEconoPolitico;scopeTematico;destinatarios1;destinatarios2;destinatarios3;destinatarios4;duracionDeLosProyectosPeriodoDeFinanciacion;monedaOriginal;montoEnMonedaOriginal;montoMinimoAproxEnUSD;montoMaximoAproxEnUSD;montoTipicoPromedioOtorgadoUSD;periodicidad;dead1;dead2;dead3;dead4;fechaProximoDeadline;fechaDecisionPublicacionDeResultados;aplicarMasDeUnaVez;aim;n;source;keywordsQueried;ofibusubID;mergedDocIDBoletin16Diciembre2023;mergedDocURLBoletin16Diciembre2023;linkToMergedDocBoletin16Diciembre2023;documentMergeStatusBoletin16Diciembre2023;mergedDocIDBoletinMarzo2024;mergedDocURLBoletinMarzo2024;linkToMergedDocBoletinMarzo2024;documentMergeStatusBoletinMarzo2024;Merged Doc ID - BOLETIN MARZO 2024;Merged Doc URL - BOLETIN MARZO 2024;Link to merged Doc - BOLETIN MARZO 2024;Document Merge Status - BOLETIN MARZO 2024
36;2/8/2022;TRUE;TRUE;;;Vencido;-502;Conservation and Research in Latin America and the Caribbean;Programs and projects;Conservation;;;;;;;http://www.neotropicalbirdclub.org/conservation/conservation-fund/;The Neotropical Bird Club offers research grants for conservation work, or for research which may be of conservation benefit. Awards of US$1,500 and US$3,000 are for projects carried out by nationals and/or residents of countries in the Neotropics (i.e. the Caribbean, Central America, and South America). The Juan Mazar Barnett award (up to US$5,000) is to encourage early-career neotropical bird conservationists and researchers. Application guidelines are available in English and Spanish. The deadlines are 01 January and 01 July of each year. Investigación para trabajos de conservación o para investigaciones que puedan ser beneficiosas para la conservación.;;;UK;Neotropical Bird Club;;;;;;;;;usd;;1500;5.000;;semiannual;1-ene-20;1-jul-20;;;1-ene-23;;;;FALSE;;;;;;;;;;;;;;;
37;7/10/2021;TRUE;TRUE;;;Vencido;-471;;Programs and projects;Conservation;;;;;;;https://waterbirds.org/research-grants/;promover la biología, la ecología o la biología de la conservación de las aves zancudas.;;;;;;;;;;;;;usd;1000;7000;;;;1-feb-20;;;;1-feb-23;;si;;FALSE;;;;;;;;;;;;;;;
38;2/8/2022;TRUE;TRUE;publicar;;Vencido;0;EDUCATION;titulo;Education;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;;;OABS6303279;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
39;2/8/2022;TRUE;TRUE;publicar;;Vencido;0;ENGINEERING;titulo;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;;;OABS9811886;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
40;31/7/2022;TRUE;TRUE;;publicar;>4 meses;470;Sustainable Energy for All — Sustainable Cooling Solutions;Programs and projects;Engineering;Sustainable Development;;;;;;https://www.seforall.org/thisiscool-challenge;soluciones de refrigeración sostenibles dirigidas por jóvenes que puedan mejorar la asequibilidad y aumentar el acceso a la refrigeración sostenible.;;;;;;;;;;;;;;;;;;;30-ago-22;;;;30-ago-25;;;;FALSE;;;;;;;;;;;;;;;
41;31/7/2022;TRUE;TRUE;publicar;;Vencido;0;ENVIRONMENTAL SCIENCES;titulo;Environmental sciences;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;;;OABS8614945;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
42;2/8/2022;TRUE;TRUE;;publicar;>4 meses;452;Tyler Prize for Environmental Achievement -- Nominations for Prize in 2023;Prizes and Awards;Environmental sciences;Medicine and Health Sciences;Sustainable Development;;;;;https://tylerprize.org/nominate/nomination-procedure/;reconocer logros excepcionales en ciencias ambientales, energía o medicina.;;;;;;;;;;;;;USD;250000;;;;;12-ago-22;;;;12-ago-25;;;;FALSE;;;;;;;;;;;;;;;
43;2/8/2022;TRUE;TRUE;;publicar;>4 meses;452;United Nations Environment Programme — Waste Management in Developing Countries;Programs and projects;Environmental sciences;;;;;;;https://www.unep.org/explore-topics/chemicals-waste/what-we-do/special-programme/applying-funding-through-special;presentar solicitudes para un programa especial sobre gestión de desechos en países en desarrollo. El programa puede brindar apoyo financiero;;;;;;;;;;;;;USD;;50000;250.000;;;12-ago-22;;;;12-ago-25;;;;FALSE;;;;;;;;;;;;;;;
44;31/7/2022;TRUE;TRUE;;publicar;>4 meses;454;ORRAA providing Grants to finance Next-gen of Innovative Ocean Finance Projects;Programs and projects;Environmental sciences;;;;;;;https://oceanriskalliance.org/resource/financing-the-next-generation-of-innovative-ocean-finance-projects/;propuestas de apoyo financiero para implementar la próxima generación de productos innovadores de seguros y finanzas costeras y oceánicas o desarrollar herramientas que analicen, predigan y reduzcan mejor el riesgo oceánico.;;;;;;;;;;;;;USD;;100000;500.000;;;14-ago-22;;;;14-ago-25;;;;FALSE;;;;;;;;;;;;;;;
45;2/8/2022;TRUE;TRUE;;publicar;>4 meses;455;Yale Jackson School of Global Affairs — Climate Leaders Fellowship;Fellowships scholarships or trainings;Environmental sciences;Sustainable Development;;;;;;https://jackson.yale.edu/international-leadership-center/climate/program-details/;ofrece a 16 jóvenes profesionales del clima y la energía limpia de todo el Sur Global la oportunidad de ampliar sus habilidades técnicas y profundizar sus redes profesionales a través de un programa de capacitación de ocho meses. Los solicitantes deben tener entre cinco y diez años de carrera profesional y provenir de países en desarrollo de África, Asia, Medio Oriente y América Latina o el Caribe.;;;;;;;;;;;;;;;;;;;15-ago-22;;;;15-ago-25;;;;FALSE;;;;;;;;;;;;;;;
46;2/8/2022;TRUE;TRUE;;publicar;>4 meses;456;Joint Call for Proposals on Food System;Programs and projects;Environmental sciences;Conservation;Agricultural and Biological Sciences;;;;;https://susfood-db-era.net/main/node/29485;El objetivo de la Convocatoria es impulsar proyectos de investigación, desarrollo e innovación de excelencia científica, multidisciplinares y multiactor. El alcance de la convocatoria es financiar proyectos que faciliten la transición de los sistemas alimentarios lineales actuales a sistemas circulares resilientes, incluido un uso óptimo de los recursos y una menor vulnerabilidad a los choques teniendo en cuenta las interdependencias dentro de los sistemas y sus partes interesadas.;;The following partner countries/regions will provide funds for the Call: Algeria, Argentina, Belgium (F.R.S.-FNRS and VLAIO), Estonia, Finland, France, Ireland, Italy, Morocco, Norway, Romania, Turkey and the United Kingdom.;;;;;;;;;;;euros;;;7.850.000;;;16-ago-22;;;;16-ago-25;;;;FALSE;;;;;;;;;;;;;;;
47;18/8/2021;TRUE;TRUE;;publicar;>4 meses;459;Gobernanza multinivel del agua;Fellowships scholarships or trainings;Environmental sciences;;;;;;;https://thehagueacademy.com/blog/2020/12/multilevel-water-governance-7/;curso mixto orientado a la práctica sobre la gobernanza del agua. Los participantes recibirán capacitación y visitarán varios ejemplos holandeses de proyectos de agua con el fin de utilizar este conocimiento para desarrollar soluciones prácticas para los desafíos que enfrentan en su país de origen.;;;;;;;;;;;;;EUROS;;;3,595;;;19-ago-22;;;;19-ago-25;;;;FALSE;;;;;;;;;;;;;;;
48;31/7/2022;TRUE;TRUE;;publicar;>4 meses;459;Hague Academy for Local Governance — Course on “Multilevel Water Governance”;Fellowships scholarships or trainings;Environmental sciences;Engineering;;;;;;https://thehagueacademy.com/course/multilevel-water-governance/;curso mixto orientado a la práctica sobre la gobernanza del agua. Los participantes recibirán capacitación y visitarán varios ejemplos holandeses de proyectos de agua con el fin de utilizar este conocimiento para desarrollar soluciones prácticas para los desafíos que enfrentan en su país de origen;;;;;;;;;;;;;;;;;;;19-ago-22;;;;19-ago-25;;;;FALSE;;;;;;;;;;;;;;;
49;31/7/2022;TRUE;TRUE;;publicar;>4 meses;459;World Ocean Initiative — Ocean Changemakers Challenge;Prizes and Awards;Environmental sciences;;;;;;;https://ocean.economist.com/events/ocean-changemakers-challenge;busca soluciones comerciales para los desafíos de sostenibilidad relacionados con los océanos. El desafío está dirigido a investigadores y profesionales principiantes, empresarios e innovadores con soluciones a los desafíos oceánicos, p. contaminación marina, sobrepesca y sobreexplotación de los recursos marinos, acuicultura insostenible o destrucción de los hábitats oceánicos.;;;;;;;;;;;;;;;;;;;19-ago-22;;;;19-ago-25;;;;FALSE;;;;;;;;;;;;;;;
50;2/8/2022;TRUE;TRUE;;publicar;>4 meses;461;Convocatoria de propuestas para la segunda ronda del programa de desafío de $ 10 millones para la innovación en la adaptación;Programs and projects;Environmental sciences;;;;;;;https://www.thegef.org/documents/call-proposals-challenge-program-adaptation-innovation-second-round;"Potencial para abordar los peligros climáticos y sus impactos;
Potencial para abordar las barreras clave, incluida la reducción del riesgo para motivar la inversión del sector privado en la adaptación y la resiliencia al cambio climático;
Grado de innovación, incluido el potencial para contribuir a la recuperación de la pandemia de COVID-19; y
Potencial para catalizar la inversión del sector privado en la adaptación al cambio climático a escala.";;;;;;;;;;;;;usd;;;2000000;;;21-ago;;;;21-ago-25;;;;FALSE;;;;;;;;;;;;;;;
51;1/8/2022;TRUE;TRUE;;publicar;>4 meses;471;Dierenpark Amersfoort Wildlife Fund;Programs and projects;Environmental sciences;;;;;;;https://wildlifefund.nl/en/submit-project/;apoyar proyectos de conservación de la naturaleza y preservación de especies en todo el mundo.;;;;;;;;;;;;;;;;;;;31-ago-22;;;;31-ago-25;;;;FALSE;;;;;;;;;;;;;;;
52;1/8/2022;TRUE;TRUE;;publicar;>4 meses;471;Patagonia announces Environmental Grants Program;Programs and projects;Environmental sciences;;;;;;;https://patagonia-ar.com/pages/lineamientos-para-organizaciones;La Patagonia se complace en anunciar el Programa de Becas Ambientales.;;;;;;;;;;;;;USD;;1000;10.000;;;31-ago-22;;;;31-ago-25;;;;FALSE;;;;;;;;;;;;;;;
53;31/7/2022;TRUE;TRUE;;publicar;>4 meses;471;Patagonia — Environmental Grants;Programs and projects;Environmental sciences;;;;;;;https://patagonia-ar.com/pages/lineamientos-para-organizaciones;apoya a pequeños grupos activistas con agendas provocativas y orientadas a la acción, con campañas versátiles para proteger y preservar el medio ambiente.;;;;;;;;;;;;;USD;;8000;10000;;;31-ago;;;;31-ago-25;;;;FALSE;;;;;;;;;;;;;;;
54;2/8/2022;TRUE;TRUE;;publicar;>4 meses;472;Heinrich Böll Foundation — University Studies in Germany 2022;Fellowships scholarships or trainings;Environmental sciences;Agricultural and Biological Sciences;;;;;;https://www.boell.de/en/foundation/application;clima y la energía, la gobernanza de los recursos y la ecología y el desarrollo verde;;;;;;;;;;;;;;;;;;;1-sep-22;;;;1-sep-25;;;;FALSE;;;;;;;;;;;;;;;
55;2/8/2022;TRUE;TRUE;;publicar;>4 meses;472;Global Environmental Education Partnership — Youth Innovation Challenge 2022;Prizes and Awards;Environmental sciences;;;;;;;https://thegeep.org/youth-innovation-challenge;proponer soluciones innovadoras a un problema ambiental apremiante que afecta a nuestros ecosistemas marinos, utilizando la educación ambiental como estrategia clave. Todas las soluciones propuestas deben demostrar cómo la educación ambiental puede ayudar a abordar problemas ambientales complejos y crear un cambio duradero para un futuro sostenible.;;;;;;;;;;;;;USD;1000;;;;;1-sep-22;;;;1-sep-25;;;;FALSE;;;;;;;;;;;;;;;
56;31/7/2022;TRUE;TRUE;;publicar;>4 meses;486;Allianz — Climate Risk Research Award;Prizes and Awards;Environmental sciences;;;;;;;https://www.allianz.com/en/sustainability/sustainability-at-allianz/climate-change/climate-risk-research-award.html;"etapa final de su investigación e investigadores posdoctorales cuya investigación se enfoca en reducir el riesgo de eventos climáticos extremos intensificados por el cambio climático; o fomentando la resiliencia mediante la aplicación de soluciones tecnológicas están invitados a aplicar.";;;;;;;;;;;;;EUROS;7000;;;;;15-sep-22;;;;15-sep-25;;;;FALSE;;;;;;;;;;;;;;;
57;31/7/2022;TRUE;TRUE;;publicar;>4 meses;486;Agropolis Fondation — International Mobility;Research Stays;Environmental sciences;Sustainable Development;;;;;;https://www.worldbank.org/en/about/careers/programs-and-internships/young-professionals-program#1;El programa de intercambio está diseñado para generar propuestas que aborden la agricultura y el cambio climático, el uso sostenible de la biodiversidad en un contexto agrícola y la producción y el consumo responsables.;;;;;;;;;;;;;EUROS;30000;;;;;15-sep-22;;;;15-sep-25;;;;FALSE;;;;;;;;;;;;;;;
58;2/8/2022;TRUE;TRUE;;publicar;>4 meses;493;Se abren las nominaciones para el premio Tyler al logro medioambiental 2021;Prizes and Awards;Environmental sciences;;;;;;;https://tylerprize.org/nominate/nomination-procedure/;El premio se otorga por logros en ciencias ambientales, políticas, energía y salud que confieren un gran beneficio a la humanidad.;;;;;;;;;;;;;USD;;USD;200.000;;;22-sep;;;;22-sep-25;;;;FALSE;;;;;;;;;;;;;;;
59;13/4/2021;TRUE;TRUE;;publicar;>4 meses;495;Anuncio amplio de la agencia para paisajes sostenibles;Programs and projects;Environmental sciences;Sustainable Development;;;;;;https://www.grants.gov/web/grants/view-opportunity.html?oppId=329220;co-crear, co-diseñar, co-invertir y colaborar en la investigación, desarrollo, pilotaje y escalado de intervenciones innovadoras para reducir las emisiones de gases de efecto invernadero (GEI) terrestres y aumentar secuestro de carbono a largo plazo a gran escala.;proponer enfoques novedosos o creativos para lograr estos objetivos. y al mismo tiempo promover el crecimiento económico inclusivo, conservar la biodiversidad y gestionar de manera sostenible los recursos naturales, promover los valores democráticos, promover la transparencia y el estado de derecho, y contribuir a una mayor prosperidad y bienestar.;;;La Agencia de los Estados Unidos para el Desarrollo Internacional ( USAID );;;;organizaciones , empresas, fundaciones, empresas comunitarias y otras entidades públicas y privadas, instituciones académicas y de investigación, agencias gubernamentales de países socios e inversores;;;;;;;;;;;24-sep-22;;;;24-sep-25;;;;FALSE;;;;;;;;;;;;;;;
60;31/7/2022;TRUE;TRUE;;publicar;>4 meses;501;World Bank — Young Professionals Program 2022;Prizes and Awards;Environmental sciences;Sustainable Development;;;;;;https://www.worldbank.org/en/about/careers/programs-and-internships/young-professionals-program#1;"El programa está diseñado para personas capacitadas en áreas como agricultura, recursos naturales y muchas otras. Los solicitantes deben tener un doctorado o maestría y experiencia laboral relevante; ser fluido en inglés; y cumplir con otros criterios relevantes para la experiencia, las habilidades y la edad. Cada año, alrededor de 40 solicitantes son aceptados en el programa.";;;;;;;;;;;;;;;;;;;30-sep-22;;;;30-sep-25;;;;FALSE;;;;;;;;;;;;;;;
61;31/7/2022;TRUE;TRUE;;publicar;>4 meses;501;Curt Bergfors Foundation — Food Planet Prize;Prizes and Awards;Environmental sciences;;;;;;;https://foodplanetprize.org/prize/;busca ideas que puedan resolver el dilema de alimentar a una población en crecimiento en un planeta que se calienta.;;;;;;;;;;;;;;;;;;;30-sep-22;;;;30-sep-25;;;;FALSE;;;;;;;;;;;;;;;
62;31/7/2022;TRUE;TRUE;;publicar;>4 meses;501;Adaptation Fund — Climate Innovation Accelerator;Programs and projects;Environmental sciences;;;;;;;https://www.ctc-n.org/adaptation-fund-climate-innovation-accelerator-afcia-unep-ctcn;apoyar la innovación para una adaptación efectiva a largo plazo al cambio climático.;;;;;;;;;;;;;USD;250000;;;;;30-sep-22;;;;30-sep-25;;;;FALSE;;;;;;;;;;;;;;;
63;31/7/2022;TRUE;TRUE;;publicar;>4 meses;511;Conservation Leadership Programme announces Future Conservationist Award 2023;Prizes and Awards;Environmental sciences;;;;;;;https://www.conservationleadershipprogramme.org/grants/grant-overview/future-conservationist-award/;equipos de conservacionistas en las primeras etapas de su carrera que trabajan en proyectos de alta prioridad en países elegibles de todo el mundo.;;;;;;;;;;;;;USD;;10000;100.000;;;10-oct-22;;;;10-oct-25;;;;FALSE;;;;;;;;;;;;;;;
64;31/7/2022;TRUE;TRUE;;publicar;>4 meses;524;Natural Resources Defense Council — Climate Storytelling Fellowship;Fellowships scholarships or trainings;Environmental sciences;Environmental sciences;;;;;;https://blcklst.com/partnerships/opportunities/118;tres escritores para que apoyen la revisión de un guión o programa piloto que aborde el cambio climático de manera significativa.;;;;;;;;;;;;;;;;;;;23-oct-22;;;;23-oct-25;;;;FALSE;;;;;;;;;;;;;;;
65;31/7/2022;TRUE;TRUE;;publicar;>4 meses;547;Submit EOIs for Thirteenth Session of the World Urban Forum in 2026;Travel and Conferences;Environmental sciences;;;;;;;https://unhabitat.org/calls/hosting-of-the-thirteenth-session-of-the-world-urban-forum-wuf13-in-2026;enviar su Expresión de interés (EOI) para la decimotercera sesión del Foro Urbano Mundial (WUF13) en 2026.;;;;;;;;;;;;;USD;1000000;;;;;15-nov-22;;;;15-nov-25;;;;FALSE;;;;;;;;;;;;;;;
66;31/7/2022;TRUE;TRUE;;publicar;>4 meses;594;Conservation, Food and Health Foundation Grant Program;Programs and projects;Environmental sciences;Agricultural and Biological Sciences;Medicine and Health Sciences;;;;;http://cfhfoundation.grantsmanagement08.com/;Conservación, la Alimentación y la Salud está buscando solicitudes para su programa de subvenciones para proteger los recursos naturales, mejorar la producción y distribución de alimentos y promover la salud pública en Asia, África, América Latina y Oriente Medio.;;;;;;;;;;;;;USD;;10000;100.000;;;1-ene-23;;;;1-ene-26;;;;FALSE;;;;;;;;;;;;;;;
